Year,Month,Day,Time(hhmmss.mm)UTC,Latitude,Longitude,Magnitude,Depth,Catalog
  1980,01,01,144619.20,  6.839, -73.066,4.7,163,PDE  
  1980,01,02,004156.70, -5.435, 146.826,4.8,134,PDE  
  1980,01,02,093130.50,-17.862,-178.411,4.9,563,PDE  
  1980,01,03,195807.80, 28.485, 128.381,5.4,134,PDE  
  1980,01,03,202228.10,  5.688, 126.023,5.8,114,PDE  
  1980,01,04,043902.90,-17.798,-178.726,5.3,568,PDE  
  1980,01,04,185635.70, -6.052, 128.274,5.0,353,PDE  
  1980,01,05,063131.90, 16.647, 120.796,4.2,111,PDE  
  1980,01,05,141210.20,-23.975, -66.463,4.5,172,PDE  
  1980,01,06,050841.10,-19.071, 169.135,5.2,231,PDE  
  1980,01,06,092813.90, -7.358, 128.479,5.4,177,PDE  
  1980,01,06,191426.10,  6.799, -72.998,4.9,161,PDE  
  1980,01,06,221047   ,-23.802,-179.823,5.1,474,PDE  
  1980,01,07,200657.30, 51.324, 156.671,5.6,112,PDE  
  1980,01,07,223557.20, -7.183, 123.092,4.5,616,PDE  
  1980,01,08,100845.90,  5.672, 126.038,5.7,112,PDE  
  1980,01,08,103148.20,  1.886,  99.399,4.5,167,PDE  
  1980,01,08,163846.50, 36.426,  71.132,4.6,211,PDE  
  1980,01,08,192032.30,-20.920, -69.192,4.8,105,PDE  
  1980,01,09,002649.30, 16.049, 121.435,4.3,101,PDE  
  1980,01,09,030757.90,-14.690, 167.224,5.5,165,PDE  
  1980,01,09,115330.50, 52.511, 152.261,4.7,546,PDE  
  1980,01,09,190556.40,-16.569,-174.714,4.3,158,PDE  
  1980,01,10,123615   ,  5.728, 126.287,4.5,134,PDE  
  1980,01,10,145353.60, -0.045, 124.435,4.7,102,PDE  
  1980,01,11,145547.60, 31.446, 130.660,4.4,185,PDE  
  1980,01,12,191739.60, 42.697, 142.754,4.6,139,PDE  
  1980,01,13,002907.10, -0.632, -78.903,4.7,131,PDE  
  1980,01,14,004314   ,-56.631, -27.081,5.6,125,PDE  
  1980,01,14,111240.70,-20.690,-178.611,4.6,526,PDE  
  1980,01,14,150754   , 45.791,  26.620,4.7,143,PDE  
  1980,01,14,221742.30, 36.935, 135.271,4.1,368,PDE  
  1980,01,15,015642.70,  2.457, 128.856,4.7,209,PDE  
  1980,01,15,042545.60,-22.209,-179.499,5.5,605,PDE  
  1980,01,15,052326.10, 14.047, 145.193,5.2,120,PDE  
  1980,01,15,121848.50, 21.653, 142.916,4.9,322,PDE  
  1980,01,16,024539.50, 13.690, 120.795,4.4,133,PDE  
  1980,01,16,160723.90,  2.654, 128.543,5.1,240,PDE  
  1980,01,17,092156.60, 28.305, 138.832,5.3,541,PDE  
  1980,01,18,190641   ,  3.607, 128.113,5.2,110,PDE  
  1980,01,18,192150.90, 27.322, 139.982,4.3,457,PDE  
  1980,01,18,221015.90, 37.721, 133.414,5.5,442,PDE  
  1980,01,19,165115.10, 16.814, -95.983,4.3,112,PDE  
  1980,01,20,072843.90,  2.714, 128.526,5.8,211,PDE  
  1980,01,20,122017.70, -7.063, 129.356,5.5,110,PDE  
  1980,01,21,210634.50, 41.904, 141.000,5.0,131,PDE  
  1980,01,21,224543.60,-23.410,-179.596,4.4,422,PDE  
  1980,01,22,010805.50, -4.444, -77.863,4.4,121,PDE  
  1980,01,22,043307.80,-16.002,-174.150,5.3,155,PDE  
  1980,01,22,062612.70, 45.650,  26.574,4.2,159,PDE  
  1980,01,22,112909.10, -5.627, 147.222,4.5,189,PDE  
  1980,01,22,174314.70, -6.985, 107.009,4.4,107,PDE  
  1980,01,23,222636.30, 10.494, -62.762,4.5,161,PDE  
  1980,01,25,021610.80, 30.683, 137.777,4.8,462,PDE  
  1980,01,25,024705.20, 13.567, -90.125,4.7,150,PDE  
  1980,01,25,075721.10, 14.648, -92.028,4.5,114,PDE  
  1980,01,27,001621.90,-19.915,-177.986,4.7,443,PDE  
  1980,01,27,032546.80, 24.726,  95.218,4.4,159,PDE  
  1980,01,27,101747.40,-23.387, -69.001,4.6,101,PDE  
  1980,01,27,114235.30,  5.657, 126.256,4.3,105,PDE  
  1980,01,28,100502.10,-20.194,-178.234,4.8,562,PDE  
  1980,01,28,123100.60,-45.244, 167.187,5.1,147,PDE  
  1980,01,29,100939.50,  5.564, 127.275,4.9,184,PDE  
  1980,01,30,003806.90,  3.734, 122.543,5.1,606,PDE  
  1980,01,30,021830.50,  6.259, 124.516,4.8,432,PDE  
  1980,01,30,112930.10,-21.761,-179.379,5.4,607,PDE  
  1980,01,31,002434   , -7.624, -74.387,4.8,155,PDE  
  1980,02,01,010310.80, -3.971, 142.118,4.8,106,PDE  
  1980,02,01,025824.20, 14.273, -91.772,4.5,108,PDE  
  1980,02,01,105035.60,  3.065, 125.465,5.1,144,PDE  
  1980,02,03,063932.80,  1.973, 128.515,4.7,129,PDE  
  1980,02,04,022031.80, 33.628, 138.899,4.9,198,PDE  
  1980,02,04,023025.50, 38.617,  15.005,4.5,260,PDE  
  1980,02,04,182933.40, -7.373, 129.044,4.7,113,PDE  
  1980,02,05,103317.30,-30.115,-178.152,5.1,103,PDE  
  1980,02,05,165738.70, 10.497, -62.875,4.7,143,PDE  
  1980,02,05,185625   , -6.425, 129.034,5.3,202,PDE  
  1980,02,06,001659.80,-20.440,-177.689,4.8,546,PDE  
  1980,02,06,131226.20,-18.861,-178.109,4.5,487,PDE  
  1980,02,07,011107.40, 36.326, 139.301,4.0,157,PDE  
  1980,02,07,122742.30, -9.839, 160.839,4.7,141,PDE  
  1980,02,07,202134.70,  5.229, 122.632,4.1,116,PDE  
  1980,02,08,130712.80, 22.396, 142.022,5.3,270,PDE  
  1980,02,09,105046.40, 26.988, 125.821,4.0,236,PDE  
  1980,02,09,192915.30,-23.905, 179.433,5.3,539,PDE  
  1980,02,10,024313.90, 24.498, 123.063,4.8,106,PDE  
  1980,02,10,145633.50, -5.534, 151.232,4.4,100,PDE  
  1980,02,10,192843.60,-22.540, -66.101,4.5,238,PDE  
  1980,02,11,232911.50,-15.496, 167.408,4.9,129,PDE  
  1980,02,12,045906.50, -6.323, 146.568,5.6,108,PDE  
  1980,02,12,082413.50,-20.748,-178.795,4.8,555,PDE  
  1980,02,13,192207.10,-31.176,-179.899,4.7,389,PDE  
  1980,02,13,203819.20,-21.104,-178.792,5.4,592,PDE  
  1980,02,14,010945.20, 18.471, -68.777,4.7,128,PDE  
  1980,02,14,083340.30,-13.032, 166.834,4.6,201,PDE  
  1980,02,14,085136.70, 25.204, 124.357,4.2,126,PDE  
  1980,02,15,055744.30, 35.243, 139.471,5.2,122,PDE  
  1980,02,15,095552.70,-17.947,-178.547,5.0,547,PDE  
  1980,02,15,114621   , 25.926, 124.552,5.1,168,PDE  
  1980,02,15,125443.50, 26.804, 140.443,4.4,518,PDE  
  1980,02,16,024016.40,-15.380,-177.674,4.8,384,PDE  
  1980,02,17,045019.20,-19.074,-178.193,4.6,503,PDE  
  1980,02,17,052653.60,-17.911,-178.521,4.6,554,PDE  
  1980,02,17,053307.40,-36.967, 176.554,4.6,215,PDE  
  1980,02,17,164655.60, 46.926, 147.082,4.5,360,PDE  
  1980,02,18,044438.40, 29.936, 138.583,4.4,425,PDE  
  1980,02,18,060832.20, 43.655, 145.896,5.4,123,PDE  
  1980,02,18,120933.70,-21.178, 170.209,4.5,199,PDE  
  1980,02,18,171713.80,-20.412,-178.499,5.3,580,PDE  
  1980,02,19,044715.10,-21.328,-178.777,4.8,594,PDE  
  1980,02,19,074837   ,  2.330, 128.501,5.2,228,PDE  
  1980,02,19,085730.60,-21.920,-179.490,5.4,595,PDE  
  1980,02,20,035158.70,-30.765,-179.111,4.7,213,PDE  
  1980,02,20,082507.10,-19.284, 169.364,5.1,267,PDE  
  1980,02,20,085026.70,-19.156, 169.062,4.2,149,PDE  
  1980,02,20,150932.70, 36.548,  71.119,4.5,236,PDE  
  1980,02,20,153236.90, 28.870, 139.644,4.8,406,PDE  
  1980,02,20,222551.80, -3.957, 129.908,5.0,142,PDE  
  1980,02,21,032929.50, -6.135, 112.833,5.2,601,PDE  
  1980,02,21,105058.70, -6.745, 127.388,4.0,425,PDE  
  1980,02,21,192319.20,-29.487,-177.217,4.9,123,PDE  
  1980,02,22,104839.30,-21.555, 179.796,5.3,636,PDE  
  1980,02,22,124727.60,  2.851, 128.821,5.1,210,PDE  
  1980,02,22,184750.70,-23.667, -68.803,4.9,100,PDE  
  1980,02,23,190959.20,-16.635,-177.263,5.1,410,PDE  
  1980,02,23,195459.20,-14.819, 167.338,4.5,141,PDE  
  1980,02,24,110050.60, -4.766, -77.349,4.6,142,PDE  
  1980,02,24,163332.20,-17.932,-178.600,5.1,584,PDE  
  1980,02,24,231320   ,-18.077,-178.469,5.0,610,PDE  
  1980,02,25,024531.40,-18.082,-178.663,5.0,600,PDE  
  1980,02,25,064549   , 42.497, 142.913,5.0,106,PDE  
  1980,02,25,193413.40,-17.687,-178.500,5.5,505,PDE  
  1980,02,26,040111.60,  3.187, 125.984,4.6,144,PDE  
  1980,02,27,030528.20,-27.431, 178.304,5.5,621,PDE  
  1980,02,27,065418.40,-10.598, 165.703,4.7,152,PDE  
  1980,02,27,153420.10,  0.612, 100.095,5.1,158,PDE  
  1980,02,27,233537.50, 36.190,  70.962,4.7,129,PDE  
  1980,02,27,235447.90, -4.160, 142.336,5.3,118,PDE  
  1980,02,28,074715.60, 27.638, 139.946,4.5,476,PDE  
  1980,02,28,124505   ,-15.168, 167.017,4.5,123,PDE  
  1980,02,28,212740.10,-15.515, 167.857,4.1,161,PDE  
  1980,02,29,111326.70,  6.299, 126.881,6.1,104,PDE  
  1980,02,29,174756.50, 40.108, 141.859,4.5,129,PDE  
  1980,02,29,210003   , -4.118, 127.957,4.4,171,PDE  
  1980,02,29,215120.90, -7.058, 125.706,4.6,540,PDE  
  1980,03,01,054404.70, -6.527, 147.156,5.2,106,PDE  
  1980,03,02,023439.70,-17.997,-178.508,5.1,623,PDE  
  1980,03,02,052631.50,-22.808, -68.996,4.7,136,PDE  
  1980,03,02,180634.10, 27.471, 140.193,4.6,349,PDE  
  1980,03,04,044205.90,-20.405,-177.703,4.6,362,PDE  
  1980,03,04,082113.30, 46.850, 147.262,5.0,268,PDE  
  1980,03,04,094325.10,-19.560,-177.773,4.6,574,PDE  
  1980,03,04,200546.30,  1.028, 126.216,4.6,130,PDE  
  1980,03,06,110451.90, 32.936, 139.876,5.2,109,PDE  
  1980,03,06,134612.20,-18.226,-177.854,5.2,576,PDE  
  1980,03,06,151356.50, -8.971, -71.100,4.7,621,PDE  
  1980,03,06,170005.80, 59.764,-153.225,4.1,127,PDE  
  1980,03,07,023101.30,  8.428, 126.164,4.7,151,PDE  
  1980,03,07,060049.70, 13.637, -90.463,4.7,103,PDE  
  1980,03,07,065616   ,-21.486,-176.334,5.0,185,PDE  
  1980,03,07,101847.80,-20.317,-178.903,4.6,621,PDE  
  1980,03,07,130434.40, 29.882, 138.727,4.5,438,PDE  
  1980,03,08,025004   , -8.451, -74.180,4.8,159,PDE  
  1980,03,08,065924.10,-28.636, -69.282,4.7,121,PDE  
  1980,03,08,093202.50, 26.557, 126.606,4.4,215,PDE  
  1980,03,08,132122.30, -6.403, 130.207,5.1,123,PDE  
  1980,03,09,002101.50, 28.138, 139.632,4.6,520,PDE  
  1980,03,09,012126.50,  6.831, -73.040,4.8,156,PDE  
  1980,03,09,032807.40, 51.849, 178.397,4.8,111,PDE  
  1980,03,09,033450.60,  7.462, -73.952,4.9,101,PDE  
  1980,03,09,062858.80, 30.984, 138.507,4.7,389,PDE  
  1980,03,09,094044.10, 27.157, 125.962,4.0,107,PDE  
  1980,03,09,173742.90,  1.206, 128.082,4.9,123,PDE  
  1980,03,09,212804   , 36.764,  71.671,4.5,136,PDE  
  1980,03,10,072225.30, 11.874, -87.837,4.4,146,PDE  
  1980,03,11,082328   ,-20.290,-178.190,5.0,556,PDE  
  1980,03,11,115035.10,  6.829, -73.073,4.5,161,PDE  
  1980,03,12,070912   ,  5.755, 125.983,4.9,118,PDE  
  1980,03,12,143114.30,-17.861,-175.161,4.1,212,PDE  
  1980,03,12,221156.80,-23.780, 179.067,4.8,544,PDE  
  1980,03,13,062714.90, 11.755, -85.745,4.6,217,PDE  
  1980,03,13,081212.20,  6.271, 125.994,4.9,153,PDE  
  1980,03,13,083819   ,-21.270, -68.681,5.0,121,PDE  
  1980,03,14,075524.70, 25.225, 123.414,4.8,177,PDE  
  1980,03,14,132347.40,  6.777, -73.036,5.0,168,PDE  
  1980,03,15,015153.80,-23.699,-179.822,4.9,513,PDE  
  1980,03,15,074656.30, -5.426, 125.562,4.5,562,PDE  
  1980,03,15,114738.70,-15.245,-175.328,5.0,297,PDE  
  1980,03,16,092137.70, 29.176, 139.165,4.5,426,PDE  
  1980,03,16,111413.10, -6.806, 129.823,4.8,170,PDE  
  1980,03,17,073733.70, 59.985,-153.143,4.9,132,PDE  
  1980,03,17,194956.50, -4.711, 107.152,4.5,589,PDE  
  1980,03,18,010909.50, -5.729, 150.219,5.3,113,PDE  
  1980,03,18,184459.30, 22.002, 143.348,4.0,200,PDE  
  1980,03,18,195412.70,  0.647, 100.178,4.6,193,PDE  
  1980,03,18,213446.50,-17.584,-178.922,4.3,502,PDE  
  1980,03,19,015908.60, 38.450,  74.117,4.4,100,PDE  
  1980,03,19,054719.70,  6.803, -72.965,4.3,173,PDE  
  1980,03,19,122738.90, 32.907, 138.167,4.2,325,PDE  
  1980,03,19,151919.10,-20.573,-178.322,4.8,555,PDE  
  1980,03,19,222704.60,  0.242, 122.067,4.9,222,PDE  
  1980,03,20,231557.30, 36.279,  70.644,5.2,141,PDE  
  1980,03,21,044431.60, 31.255, 138.286,4.9,367,PDE  
  1980,03,21,142620.10, 33.846, 137.407,4.1,334,PDE  
  1980,03,21,192547.10,-22.104, -66.080,4.5,299,PDE  
  1980,03,22,081639.80, 38.643, 140.962,4.2,119,PDE  
  1980,03,22,093900.80, 26.715, 126.286,4.3,138,PDE  
  1980,03,22,172142.20,  6.232, 124.093,4.3,507,PDE  
  1980,03,22,174537.40,-20.668,-178.254,5.0,530,PDE  
  1980,03,23,065631   ,  6.716, -72.949,4.4,170,PDE  
  1980,03,23,071022.90, -5.733, 146.372,5.1,137,PDE  
  1980,03,23,145812.50, 31.002, 140.030,5.1,119,PDE  
  1980,03,23,152119.80, 26.871, 125.926,4.4,169,PDE  
  1980,03,23,192756.20,-12.131, 167.026,4.9,313,PDE  
  1980,03,24,145106.90,-23.641,-179.976,5.2,547,PDE  
  1980,03,24,181357.60, -8.109, 120.334,4.3,242,PDE  
  1980,03,24,183135.20, 38.066,  73.748,4.3,153,PDE  
  1980,03,25,025621.10,  5.473, 126.012,4.6,119,PDE  
  1980,03,25,115351.90, 12.920, -89.637,4.3,154,PDE  
  1980,03,25,160855.10, 36.629,  71.163,4.3,211,PDE  
  1980,03,26,080227.60,-55.919, -27.592,5.1,132,PDE  
  1980,03,26,082631.90, 44.620, 146.376,4.7,145,PDE  
  1980,03,26,094445.10,  6.071, 126.009,4.9,153,PDE  
  1980,03,27,061647.50,-17.305, -70.038,4.6,151,PDE  
  1980,03,27,161324.20, 42.135, 142.643,4.2,219,PDE  
  1980,03,27,205745.60,-33.111,-179.763,4.4,127,PDE  
  1980,03,27,225947.60, 16.984, -94.072,4.9,121,PDE  
  1980,03,28,001347.10, 17.802, 145.582,4.3,250,PDE  
  1980,03,28,061358.60, 36.381,  70.785,4.3,216,PDE  
  1980,03,28,061655.10, -8.987, -71.377,4.7,500,PDE  
  1980,03,28,083953.60, -7.664, 128.312,4.4,182,PDE  
  1980,03,28,133315.90,  6.669, -72.958,4.8,170,PDE  
  1980,03,28,153939   , -1.769, -77.922,4.7,159,PDE  
  1980,03,28,215437   ,-19.108, 169.417,4.6,265,PDE  
  1980,03,29,040741.70, -4.598, 154.878,6.0,495,PDE  
  1980,03,29,115629.40, -7.659, -74.324,4.7,148,PDE  
  1980,03,30,005141.60,-19.119,-175.623,5.1,239,PDE  
  1980,03,30,130241.90, -5.844, 127.975,4.5,362,PDE  
  1980,03,30,213048.90,-13.883, 171.886,4.2,591,PDE  
  1980,03,31,021639.50, 47.631, 152.631,5.1,143,PDE  
  1980,03,31,073231.80, 35.448, 135.473,6.6,359,PDE  
  1980,04,01,082514   , 28.288, 139.826,4.2,440,PDE  
  1980,04,01,210557.80,  5.852, 124.084,4.4,533,PDE  
  1980,04,01,225445.60, 27.103, 140.009,4.1,476,PDE  
  1980,04,02,014531.10,-15.388, 167.426,4.9,122,PDE  
  1980,04,02,071353.60, 31.810, 137.954,4.9,356,PDE  
  1980,04,02,181344.30,  6.637, -73.895,4.7,108,PDE  
  1980,04,02,210710.30, -7.397, 128.688,4.9,132,PDE  
  1980,04,02,231434.10, -8.621, -74.687,4.6,138,PDE  
  1980,04,03,154802.10,-20.304, -68.783,4.6,144,PDE  
  1980,04,03,163424.60,  5.345, 125.365,5.6,212,PDE  
  1980,04,03,212757.40,-18.909, 169.272,5.2,243,PDE  
  1980,04,04,062525.40, -7.885, -74.411,5.0,154,PDE  
  1980,04,04,100308   , -7.557, 128.200,5.2,186,PDE  
  1980,04,04,112001.50,-17.666,-178.923,4.9,563,PDE  
  1980,04,04,154911.70, 30.374, 138.457,4.9,445,PDE  
  1980,04,04,222236.60,-19.102, -69.570,4.6,149,PDE  
  1980,04,06,025329.90, 41.485, 137.261,4.9,320,PDE  
  1980,04,06,040517.10,-21.098, -68.409,4.8,125,PDE  
  1980,04,06,202910.60, 13.131,  93.727,4.5,119,PDE  
  1980,04,08,001247.60, 28.127, 139.863,4.6,431,PDE  
  1980,04,09,100019   , -9.842, -75.095,4.8,128,PDE  
  1980,04,11,104819.40, 38.259,  73.973,4.7,136,PDE  
  1980,04,12,080552.80, -5.702, 149.482,4.1,165,PDE  
  1980,04,12,173732   ,-28.304, -63.177,4.9,560,PDE  
  1980,04,12,231840.60,-27.896, -66.651,5.1,187,PDE  
  1980,04,13,013900.20, -6.836, 129.503,4.9,155,PDE  
  1980,04,13,050340.80, -5.709, 154.283,4.7,109,PDE  
  1980,04,13,144412   , -5.690, 147.256,5.4,176,PDE  
  1980,04,13,165338.70, -7.342, 126.908,5.1,291,PDE  
  1980,04,13,190630.60,-23.904,-176.792,5.0,156,PDE  
  1980,04,13,234549   ,  5.994, 126.375,4.7,118,PDE  
  1980,04,14,044107.50, 28.349, 140.989,4.1,152,PDE  
  1980,04,14,133629.60,-18.547, 179.597,4.5,686,PDE  
  1980,04,14,235727.60,-21.293, -68.727,5.4,100,PDE  
  1980,04,15,041023.40,-24.802, 179.737,5.0,421,PDE  
  1980,04,15,183122.80, 42.369, 142.656,4.6,118,PDE  
  1980,04,16,010049.20, -5.968, 148.480,4.5,109,PDE  
  1980,04,16,065013.50, 27.988, 140.136,5.4,242,PDE  
  1980,04,16,131343.50, 44.784, 141.437,4.2,268,PDE  
  1980,04,16,204935.50,-23.506,-177.349,5.3,190,PDE  
  1980,04,17,122450.80,-31.668, -67.472,4.4,133,PDE  
  1980,04,17,150748.80,-22.321,-177.706,5.0,247,PDE  
  1980,04,18,193336.30,-14.765, -71.284,5.1,134,PDE  
  1980,04,19,191554.50,-15.283,-178.740,4.1,449,PDE  
  1980,04,19,211246.60, -4.605, 127.024,4.8,265,PDE  
  1980,04,19,222152   ,-17.379,-177.302,5.0,401,PDE  
  1980,04,20,071910.30, 46.354, 142.912,4.6,303,PDE  
  1980,04,20,112622.90, -2.515, -78.503,5.1,107,PDE  
  1980,04,20,200143.90, 28.474, 138.379,4.9,527,PDE  
  1980,04,20,203659.10,-18.383,-178.094,5.0,526,PDE  
  1980,04,21,033718.40,-17.301,-174.687,4.6,130,PDE  
  1980,04,22,025458.10,-22.733,-179.518,5.0,555,PDE  
  1980,04,22,053413.80, 32.108, 137.571,6.6,394,PDE  
  1980,04,22,065529   ,-18.175,-178.112,5.6,589,PDE  
  1980,04,22,105400.70,-20.046, 179.367,4.4,507,PDE  
  1980,04,22,112340.10,-17.657,-178.850,4.7,553,PDE  
  1980,04,22,125503.90,-20.504,-178.359,4.7,550,PDE  
  1980,04,23,075712.30, 31.360, 138.175,4.3,386,PDE  
  1980,04,23,201411.80,  5.835,  96.204,4.4,252,PDE  
  1980,04,24,021034.80, -6.042, 147.062,4.7,136,PDE  
  1980,04,24,071831   , -5.557, 154.651,4.0,160,PDE  
  1980,04,24,074825.30, 13.839, 120.943,4.6,154,PDE  
  1980,04,24,093708.50,-20.245,-178.567,4.3,463,PDE  
  1980,04,24,234716.80,  0.530, 122.041,4.7,131,PDE  
  1980,04,25,113528.90, 26.881, 126.744,5.2,130,PDE  
  1980,04,25,174513.80,-17.956,-178.613,4.8,627,PDE  
  1980,04,25,215306.80,-32.591, -70.029,4.8,113,PDE  
  1980,04,25,230634.80, 29.829, 139.237,4.0,438,PDE  
  1980,04,26,0235     ,-15.590,-174.338,5.5,164,PDE  
  1980,04,26,085751.30, 43.020, 145.428,4.3,105,PDE  
  1980,04,26,185606.90,-17.939,-178.588,4.9,586,PDE  
  1980,04,26,212745.30, 25.699, 141.283,4.6,114,PDE  
  1980,04,26,223549.30,-14.902, 167.187,5.4,114,PDE  
  1980,04,26,235622.50,-16.410, 168.297,4.8,241,PDE  
  1980,04,27,020103.80, 33.071, 139.447,4.1,189,PDE  
  1980,04,27,102503.90,  6.785, -73.022,4.7,177,PDE  
  1980,04,27,140031.80, 12.862, 143.390,4.6,121,PDE  
  1980,04,27,204314.20,-21.637,-178.900,4.7,579,PDE  
  1980,04,27,215912.20, 38.386, 140.719,4.4,114,PDE  
  1980,04,28,171932.40, 37.416,  24.252,4.2,164,PDE  
  1980,04,29,190759.70, 13.715, -90.863,4.7,128,PDE  
  1980,04,30,112532.80,-20.168, 178.608,5.0,511,PDE  
  1980,05,01,033641.40, 46.889, 150.637,4.6,211,PDE  
  1980,05,01,050407.80,  6.600, -72.779,4.1,185,PDE  
  1980,05,02,072541.80,-27.033, -63.381,4.8,567,PDE  
  1980,05,02,190907.80,-24.132, -66.943,5.4,163,PDE  
  1980,05,03,165137   , -7.372, 120.409,5.0,600,PDE  
  1980,05,03,194334.20, -7.723, 126.143,4.3,299,PDE  
  1980,05,03,204826.70,-12.088, 166.530,5.3,126,PDE  
  1980,05,04,013123.70, -6.032, 130.815,4.7,125,PDE  
  1980,05,04,064148.40,-23.260, -66.635,4.0,216,PDE  
  1980,05,04,122502.50,-18.097,-178.028,5.1,619,PDE  
  1980,05,04,184241.10,  0.285, 122.166,5.0,220,PDE  
  1980,05,04,232903.20, -5.121, -78.807,4.6,127,PDE  
  1980,05,06,085655.50,  5.447, 125.964,5.2,121,PDE  
  1980,05,06,124533.10,-17.933,-177.941,5.1,442,PDE  
  1980,05,06,222320.20, 22.151,  94.224,4.0,167,PDE  
  1980,05,07,030616   , 62.985,-150.796,5.0,118,PDE  
  1980,05,07,033634   , -6.340, 130.030,4.9,130,PDE  
  1980,05,08,085512.60, 13.560, -89.195,4.7,179,PDE  
  1980,05,09,162923.90, 37.452,  72.295,4.0,162,PDE  
  1980,05,09,230220.20,-20.287,-177.749,5.1,486,PDE  
  1980,05,10,011055.50,-19.241, -67.067,4.1,266,PDE  
  1980,05,10,194636.30,-14.214, 167.303,4.9,203,PDE  
  1980,05,11,145027.60, -5.298, 151.467,5.7,108,PDE  
  1980,05,12,002803.30,-10.551, 162.526,4.7,117,PDE  
  1980,05,12,011821   , 39.079,  14.553,4.5,338,PDE  
  1980,05,12,142345.60,-23.625,-177.194,5.5,170,PDE  
  1980,05,13,151710.40, 29.426, 139.153,4.3,396,PDE  
  1980,05,14,164846   , 36.402,  70.168,4.5,223,PDE  
  1980,05,14,235144   , 36.236,  70.651,4.1,162,PDE  
  1980,05,16,012811.50,-17.611,-178.355,4.9,449,PDE  
  1980,05,16,045253.80, -7.918, -73.752,5.3,186,PDE  
  1980,05,16,121746.40, -6.305, 155.342,4.8,178,PDE  
  1980,05,16,200053.30,-18.674,-175.252,4.6,262,PDE  
  1980,05,16,202527   , 38.122,  74.043,4.4,157,PDE  
  1980,05,16,224045.60, 62.974,-150.730,4.0,120,PDE  
  1980,05,17,070445.30, 15.875, -92.063,4.2,179,PDE  
  1980,05,17,150021   ,  2.476, 128.832,4.5,201,PDE  
  1980,05,17,215408.40,-16.491,-175.219,4.7,184,PDE  
  1980,05,18,041729.40, 36.503,  70.970,4.4,219,PDE  
  1980,05,18,070938   , 14.716, -91.317,5.3,105,PDE  
  1980,05,18,134230.90,-16.200, -71.875,4.5,125,PDE  
  1980,05,19,113734   ,-24.639, -67.603,4.6,135,PDE  
  1980,05,20,042449.20,-23.821,-179.816,5.3,539,PDE  
  1980,05,21,004850.20,  6.878, -72.925,4.4,162,PDE  
  1980,05,21,030536   , 18.483,-102.023,4.3,122,PDE  
  1980,05,21,074952.20,-15.981, 168.112,4.9,180,PDE  
  1980,05,22,115837.10,  6.881, -73.098,4.5,163,PDE  
  1980,05,22,231638   , 32.008, 138.619,4.2,303,PDE  
  1980,05,23,031642   ,  6.570, -72.821,4.2,175,PDE  
  1980,05,23,034038.60,-19.183, -69.443,4.6,112,PDE  
  1980,05,23,091602.50,  2.688, 128.345,5.2,109,PDE  
  1980,05,23,103259.90, -7.071, 129.628,5.8,119,PDE  
  1980,05,23,195653.30, 44.374, 146.277,4.6,134,PDE  
  1980,05,23,232303.20,  0.280, 122.103,4.7,223,PDE  
  1980,05,24,171039.10, 15.795, -92.675,4.7,130,PDE  
  1980,05,25,043700.20,-21.995,-179.599,4.9,600,PDE  
  1980,05,25,104452.20, 36.629,  71.298,4.0,163,PDE  
  1980,05,25,183902.80,-17.941,-178.385,5.0,579,PDE  
  1980,05,26,081456.80,-15.181, 167.287,4.5,127,PDE  
  1980,05,26,103337.10,  6.757, -72.981,4.7,171,PDE  
  1980,05,26,135325.70,-20.776,-178.998,4.7,626,PDE  
  1980,05,26,184142.90,-19.364, -69.238,6.1,114,PDE  
  1980,05,26,204716.30,-15.214, 167.404,5.2,142,PDE  
  1980,05,26,212031.10,-19.766, -69.445,4.4,128,PDE  
  1980,05,27,014548   ,  6.797, -73.023,4.6,165,PDE  
  1980,05,27,021048.10, -6.976, 129.488,4.4,171,PDE  
  1980,05,27,165743.10, 45.271, 146.074,4.6,162,PDE  
  1980,05,27,213042.80,  1.335, 124.454,5.0,237,PDE  
  1980,05,28,070105.40,-19.754,-177.558,4.4,568,PDE  
  1980,05,28,133751.50, 37.474, 134.988,4.6,374,PDE  
  1980,05,28,154111   , 27.407, 140.428,4.1,465,PDE  
  1980,05,28,184739.30, -8.597, 112.576,4.0,113,PDE  
  1980,05,28,205723.10, 13.622, 120.799,4.3,176,PDE  
  1980,05,29,124105.20, 38.418,  74.035,4.9,125,PDE  
  1980,05,29,141532.30, -7.570, 128.215,4.7,154,PDE  
  1980,05,29,232110.70,-17.190, -69.565,4.5,176,PDE  
  1980,05,30,042007.90, -7.685, 128.139,4.4,140,PDE  
  1980,05,30,172626.70, -7.417, 128.582,4.8,151,PDE  
  1980,05,31,112409.10,-18.096,-178.412,5.0,602,PDE  
  1980,05,31,164555.10,  6.601, 123.767,4.8,608,PDE  
  1980,06,01,040041   , 17.592,-100.577,4.3,107,PDE  
  1980,06,01,144939.70,-22.288, -67.477,4.7,185,PDE  
  1980,06,01,231124   , 10.659,  93.825,5.1,161,PDE  
  1980,06,02,043418.10,-14.225, 167.361,4.8,213,PDE  
  1980,06,02,183418.80,-20.537,-178.313,4.7,293,PDE  
  1980,06,02,195534.60, 44.927, 147.267,4.9,129,PDE  
  1980,06,03,072850.10, 34.898,  68.726,4.2,197,PDE  
  1980,06,04,003049.10, -7.579, 126.926,4.1,283,PDE  
